
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  The system cannot find the path specified.
  2026-08-22 16:05:31 /api/captcha/control/status .............................................................. ~ 1s
  2026-08-22 16:05:33 /api/captcha/pool-tokens ................................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:33 /api/captcha/control/status .............................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:34 /api/captcha/control/status .............................................................. ~ 1s
  2026-08-22 16:05:35 /api/captcha/pool-tokens ................................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:36 /api/captcha/control/status .............................................................. ~ 1s
  2026-08-22 16:05:36 /api/captcha/pool-tokens ................................................................. ~ 2s
  The system cannot find the path specified.
  2026-08-22 16:05:38 /api/captcha/control/status ........................................................ ~ 511.82ms
  2026-08-22 16:05:38 /api/captcha/pool-tokens ................................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:38 /api/captcha/control/status .............................................................. ~ 2s
  2026-08-22 16:05:40 /api/captcha/pool-tokens ................................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:40 /api/captcha/control/status .............................................................. ~ 2s
  2026-08-22 16:05:42 /api/captcha/pool-tokens ........................................................... ~ 513.23ms
  The system cannot find the path specified.
  2026-08-22 16:05:42 /api/captcha/control/status .............................................................. ~ 1s
  2026-08-22 16:05:44 /api/captcha/pool-tokens ................................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:44 /api/captcha/control/status .............................................................. ~ 2s
  2026-08-22 16:05:46 /api/captcha/pool-tokens ........................................................... ~ 512.61ms
  The system cannot find the path specified.
  2026-08-22 16:05:46 /api/captcha/control/status .............................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:47 /api/captcha/control/status .............................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:48 /api/captcha/control/status ........................................................ ~ 515.47ms
  2026-08-22 16:05:48 /api/captcha/pool-tokens ................................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:50 /api/captcha/control/status ........................................................ ~ 510.50ms
  2026-08-22 16:05:50 /api/captcha/pool-tokens ................................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:52 /api/captcha/control/status .............................................................. ~ 1s
  2026-08-22 16:05:52 /api/captcha/pool-tokens ................................................................. ~ 2s
  The system cannot find the path specified.
  2026-08-22 16:05:54 /api/captcha/control/status ........................................................ ~ 506.38ms
  2026-08-22 16:05:54 /api/captcha/pool-tokens ................................................................. ~ 1s
  The system cannot find the path specified.
  2026-08-22 16:05:55 /api/captcha/control/status .............................................................. ~ 2s
  2026-08-22 16:05:56 /api/captcha/pool-tokens ........................................................... ~ 503.49ms
  The system cannot find the path specified.
  2026-08-22 16:05:56 /api/captcha/control/status .............................................................. ~ 1s
  2026-08-22 16:05:58 /api/captcha/pool-tokens ........................................................... ~ 497.06ms
  The system cannot find the path specified.
  2026-08-22 16:05:58 /api/captcha/control/status .............................................................. ~ 1s
